"GroupID","Param","Value","GroupLevel"
"0X9569","InvestigatorFirstName","Joanne","Site"
"0X9569","InvestigatorLastName","Doe","Site"
"0X9569","site_status","Active","Site"
"0X9569","City","Milton Keynes","Site"
"0X9569","State","Buckinghamshire","Site"
"0X9569","Country","UK","Site"
"0X9569","site_active_dt","2012-03-01","Site"
"0X3292","studyid","AA-AA-000-0000","Site"
"0X3292","invid","0X3292","Site"
"0X3292","InvestigatorFirstName","John","Site"
"0X3292","InvestigatorLastName","Smith","Site"
"0X3292","site_status","Active","Site"
"0X3292","City","Milton Keynes","Site"
"0X3292","State","Buckinghamshire","Site"
"0X3292","Country","UK","Site"
"0X3292","site_active_dt","2012-03-01","Site"
"0X5033","ParticipantCount","9","Site"
"0X5033","SiteCount","1","Site"
"0X187","ParticipantCount","6","Site"
"0X187","SiteCount","1","Site"
"0X6248","ParticipantCount","2","Site"
"0X6248","SiteCount","1","Site"
"0X2787","ParticipantCount","2","Site"
"0X2787","SiteCount","1","Site"
"0X8387","ParticipantCount","2","Site"
"0X8387","SiteCount","1","Site"
"0X8764","ParticipantCount","3","Site"
"0X8764","SiteCount","1","Site"
"0X8786","ParticipantCount","9","Site"
"0X8786","SiteCount","1","Site"
"0X8354","ParticipantCount","7","Site"
"0X8354","SiteCount","1","Site"
"0X6637","ParticipantCount","4","Site"
"0X6637","SiteCount","1","Site"
"0X7155","ParticipantCount","6","Site"
"0X7155","SiteCount","1","Site"
"0X9346","ParticipantCount","9","Site"
"0X9346","SiteCount","1","Site"
"0X9432","ParticipantCount","3","Site"
"0X9432","SiteCount","1","Site"
"0X6405","ParticipantCount","9","Site"
"0X6405","SiteCount","1","Site"
"0X4590","ParticipantCount","8","Site"
"0X4590","SiteCount","1","Site"
"0X4272","ParticipantCount","4","Site"
"0X4272","SiteCount","1","Site"
"0X7523","ParticipantCount","2","Site"
"0X7523","SiteCount","1","Site"
"0X3292","ParticipantCount","2","Site"
"0X3292","SiteCount","1","Site"
"0X6603","ParticipantCount","4","Site"
"0X6603","SiteCount","1","Site"
"0X1268","ParticipantCount","2","Site"
"0X1268","SiteCount","1","Site"
"0X6502","ParticipantCount","4","Site"
"0X6502","SiteCount","1","Site"
"0X8631","ParticipantCount","5","Site"
"0X8631","SiteCount","1","Site"
"0X503","ParticipantCount","3","Site"
"0X503","SiteCount","1","Site"
"0X7883","ParticipantCount","2","Site"
"0X7883","SiteCount","1","Site"
"0X8274","ParticipantCount","4","Site"
"0X8274","SiteCount","1","Site"
"0X8753","ParticipantCount","5","Site"
"0X8753","SiteCount","1","Site"
"0X4254","ParticipantCount","1","Site"
"0X4254","SiteCount","1","Site"
"0X4840","ParticipantCount","3","Site"
"0X4840","SiteCount","1","Site"
"0X8244","ParticipantCount","2","Site"
"0X8244","SiteCount","1","Site"
"0X3289","ParticipantCount","6","Site"
"0X3289","SiteCount","1","Site"
"0X4959","ParticipantCount","7","Site"
"0X4959","SiteCount","1","Site"
"0X1982","ParticipantCount","6","Site"
"0X1982","SiteCount","1","Site"
"0X3301","ParticipantCount","3","Site"
"0X3301","SiteCount","1","Site"
"0X6905","ParticipantCount","3","Site"
"0X6905","SiteCount","1","Site"
"0X9569","ParticipantCount","4","Site"
"0X9569","SiteCount","1","Site"
"0X7589","ParticipantCount","1","Site"
"0X7589","SiteCount","1","Site"
"0X5497","ParticipantCount","2","Site"
"0X5497","SiteCount","1","Site"
"0X1257","ParticipantCount","6","Site"
"0X1257","SiteCount","1","Site"
"0X7011","ParticipantCount","9","Site"
"0X7011","SiteCount","1","Site"
"0X4264","ParticipantCount","9","Site"
"0X4264","SiteCount","1","Site"
"0X1321","ParticipantCount","6","Site"
"0X1321","SiteCount","1","Site"
"0X4587","ParticipantCount","3","Site"
"0X4587","SiteCount","1","Site"
"0X958","ParticipantCount","5","Site"
"0X958","SiteCount","1","Site"
"0X8351","ParticipantCount","7","Site"
"0X8351","SiteCount","1","Site"
"0X8799","ParticipantCount","10","Site"
"0X8799","SiteCount","1","Site"
"0X7680","ParticipantCount","8","Site"
"0X7680","SiteCount","1","Site"
"0X8091","ParticipantCount","6","Site"
"0X8091","SiteCount","1","Site"
"0X9404","ParticipantCount","2","Site"
"0X9404","SiteCount","1","Site"
"0X180","ParticipantCount","4","Site"
"0X180","SiteCount","1","Site"
"0X4486","ParticipantCount","9","Site"
"0X4486","SiteCount","1","Site"
"0X1750","ParticipantCount","6","Site"
"0X1750","SiteCount","1","Site"
"0X6865","ParticipantCount","3","Site"
"0X6865","SiteCount","1","Site"
"0X2106","ParticipantCount","1","Site"
"0X2106","SiteCount","1","Site"
"0X8303","ParticipantCount","6","Site"
"0X8303","SiteCount","1","Site"
"0X2410","ParticipantCount","3","Site"
"0X2410","SiteCount","1","Site"
"0X4874","ParticipantCount","5","Site"
"0X4874","SiteCount","1","Site"
"0X5606","ParticipantCount","3","Site"
"0X5606","SiteCount","1","Site"
"0X7815","ParticipantCount","3","Site"
"0X7815","SiteCount","1","Site"
"0X2323","ParticipantCount","5","Site"
"0X2323","SiteCount","1","Site"
"0X7908","ParticipantCount","2","Site"
"0X7908","SiteCount","1","Site"
"0X2970","ParticipantCount","7","Site"
"0X2970","SiteCount","1","Site"
"0X4811","ParticipantCount","1","Site"
"0X4811","SiteCount","1","Site"
"0X4869","ParticipantCount","5","Site"
"0X4869","SiteCount","1","Site"
"0X5384","ParticipantCount","13","Site"
"0X5384","SiteCount","1","Site"
"0X1881","ParticipantCount","5","Site"
"0X1881","SiteCount","1","Site"
"0X5739","ParticipantCount","1","Site"
"0X5739","SiteCount","1","Site"
"0X9737","ParticipantCount","7","Site"
"0X9737","SiteCount","1","Site"
"0X2855","ParticipantCount","3","Site"
"0X2855","SiteCount","1","Site"
"0X2532","ParticipantCount","6","Site"
"0X2532","SiteCount","1","Site"
"0X554","ParticipantCount","3","Site"
"0X554","SiteCount","1","Site"
"0X8517","ParticipantCount","7","Site"
"0X8517","SiteCount","1","Site"
"0X101","ParticipantCount","5","Site"
"0X101","SiteCount","1","Site"
"0X9580","ParticipantCount","12","Site"
"0X9580","SiteCount","1","Site"
"0X6894","ParticipantCount","4","Site"
"0X6894","SiteCount","1","Site"
"0X8633","ParticipantCount","13","Site"
"0X8633","SiteCount","1","Site"
"0X785","ParticipantCount","4","Site"
"0X785","SiteCount","1","Site"
"0X6326","ParticipantCount","3","Site"
"0X6326","SiteCount","1","Site"
"0X3973","ParticipantCount","6","Site"
"0X3973","SiteCount","1","Site"
"0X3338","ParticipantCount","2","Site"
"0X3338","SiteCount","1","Site"
"0X7809","ParticipantCount","2","Site"
"0X7809","SiteCount","1","Site"
"0X7269","ParticipantCount","2","Site"
"0X7269","SiteCount","1","Site"
"0X3636","ParticipantCount","2","Site"
"0X3636","SiteCount","1","Site"
"0X4937","ParticipantCount","5","Site"
"0X4937","SiteCount","1","Site"
"0X4323","ParticipantCount","14","Site"
"0X4323","SiteCount","1","Site"
"0X8513","ParticipantCount","5","Site"
"0X8513","SiteCount","1","Site"
"0X7514","ParticipantCount","5","Site"
"0X7514","SiteCount","1","Site"
"0X4440","ParticipantCount","4","Site"
"0X4440","SiteCount","1","Site"
"0X6227","ParticipantCount","5","Site"
"0X6227","SiteCount","1","Site"
"0X7983","ParticipantCount","7","Site"
"0X7983","SiteCount","1","Site"
"0X3909","ParticipantCount","7","Site"
"0X3909","SiteCount","1","Site"
"0X2558","ParticipantCount","2","Site"
"0X2558","SiteCount","1","Site"
"0X6605","ParticipantCount","7","Site"
"0X6605","SiteCount","1","Site"
"0X1856","ParticipantCount","6","Site"
"0X1856","SiteCount","1","Site"
"0X8788","ParticipantCount","10","Site"
"0X8788","SiteCount","1","Site"
"0X759","ParticipantCount","5","Site"
"0X759","SiteCount","1","Site"
"0X213","ParticipantCount","10","Site"
"0X213","SiteCount","1","Site"
"0X787","ParticipantCount","7","Site"
"0X787","SiteCount","1","Site"
"0X6369","ParticipantCount","4","Site"
"0X6369","SiteCount","1","Site"
"0X4353","ParticipantCount","8","Site"
"0X4353","SiteCount","1","Site"
"0X240","ParticipantCount","6","Site"
"0X240","SiteCount","1","Site"
"0X7475","ParticipantCount","3","Site"
"0X7475","SiteCount","1","Site"
"0X5899","ParticipantCount","1","Site"
"0X5899","SiteCount","1","Site"
"0X004","ParticipantCount","2","Site"
"0X004","SiteCount","1","Site"
"0X1910","ParticipantCount","5","Site"
"0X1910","SiteCount","1","Site"
"0X4535","ParticipantCount","7","Site"
"0X4535","SiteCount","1","Site"
"0X2005","ParticipantCount","5","Site"
"0X2005","SiteCount","1","Site"
"0X4028","ParticipantCount","9","Site"
"0X4028","SiteCount","1","Site"
"0X8098","ParticipantCount","2","Site"
"0X8098","SiteCount","1","Site"
"0X6783","ParticipantCount","2","Site"
"0X6783","SiteCount","1","Site"
"0X2901","ParticipantCount","5","Site"
"0X2901","SiteCount","1","Site"
"0X8625","ParticipantCount","9","Site"
"0X8625","SiteCount","1","Site"
"0X4629","ParticipantCount","6","Site"
"0X4629","SiteCount","1","Site"
"0X4485","ParticipantCount","11","Site"
"0X4485","SiteCount","1","Site"
"0X724","ParticipantCount","5","Site"
"0X724","SiteCount","1","Site"
"0X9360","ParticipantCount","10","Site"
"0X9360","SiteCount","1","Site"
"0X8953","ParticipantCount","5","Site"
"0X8953","SiteCount","1","Site"
"0X4338","ParticipantCount","4","Site"
"0X4338","SiteCount","1","Site"
"0X5895","ParticipantCount","8","Site"
"0X5895","SiteCount","1","Site"
"0X2761","ParticipantCount","1","Site"
"0X2761","SiteCount","1","Site"
"0X2674","ParticipantCount","5","Site"
"0X2674","SiteCount","1","Site"
"0X6829","ParticipantCount","5","Site"
"0X6829","SiteCount","1","Site"
"0X8327","ParticipantCount","1","Site"
"0X8327","SiteCount","1","Site"
"0X7619","ParticipantCount","3","Site"
"0X7619","SiteCount","1","Site"
"0X3090","ParticipantCount","8","Site"
"0X3090","SiteCount","1","Site"
"0X9858","ParticipantCount","9","Site"
"0X9858","SiteCount","1","Site"
"0X2170","ParticipantCount","9","Site"
"0X2170","SiteCount","1","Site"
"0X5115","ParticipantCount","2","Site"
"0X5115","SiteCount","1","Site"
"0X3601","ParticipantCount","5","Site"
"0X3601","SiteCount","1","Site"
"0X4056","ParticipantCount","5","Site"
"0X4056","SiteCount","1","Site"
"0X6665","ParticipantCount","5","Site"
"0X6665","SiteCount","1","Site"
"0X2070","ParticipantCount","6","Site"
"0X2070","SiteCount","1","Site"
"0X3848","ParticipantCount","8","Site"
"0X3848","SiteCount","1","Site"
"0X9142","ParticipantCount","17","Site"
"0X9142","SiteCount","1","Site"
"0X6900","ParticipantCount","10","Site"
"0X6900","SiteCount","1","Site"
"0X3989","ParticipantCount","10","Site"
"0X3989","SiteCount","1","Site"
"0X6304","ParticipantCount","9","Site"
"0X6304","SiteCount","1","Site"
"0X2161","ParticipantCount","1","Site"
"0X2161","SiteCount","1","Site"
"0X9871","ParticipantCount","7","Site"
"0X9871","SiteCount","1","Site"
"0X4493","ParticipantCount","4","Site"
"0X4493","SiteCount","1","Site"
"0X6253","ParticipantCount","4","Site"
"0X6253","SiteCount","1","Site"
"0X4541","ParticipantCount","7","Site"
"0X4541","SiteCount","1","Site"
"0X2192","ParticipantCount","9","Site"
"0X2192","SiteCount","1","Site"
"0X9568","ParticipantCount","2","Site"
"0X9568","SiteCount","1","Site"
"0X2370","ParticipantCount","3","Site"
"0X2370","SiteCount","1","Site"
"0X1759","ParticipantCount","4","Site"
"0X1759","SiteCount","1","Site"
"0X7324","ParticipantCount","1","Site"
"0X7324","SiteCount","1","Site"
